time,acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,mag_X,mag_Y,mag_Z,temperature,pressure,VOC,CO2,Humidity
2025/03/22-11:46:30,1690,55,4459,374,-88,1317,249,-80,-30,25.21,996.56,0.48,500,39.54
2025/03/22-11:47:00,-991,-22,4240,386,-88,1450,469,-220,-10,24.68,996.8,0.47,500,40.46
2025/03/22-11:47:30,1063,-357,4294,366,-263,2662,248,-89,-90,24.51,996.54,0.49,500,41.94
2025/03/22-11:48:00,-1437,180,4160,-370,288,-2533,228,-71,-46,24.59,996.7,0.46,500,41.58
2025/03/22-11:48:30,632,52,4152,-207,-477,1144,495,-148,-118,25.62,996.69,0.49,500,40.9
2025/03/22-11:49:00,-799,-231,4408,-149,48,2054,364,-185,-25,24.78,996.52,0.46,500,40.51
2025/03/22-11:49:30,-347,322,4398,-47,-86,2238,498,-195,-115,25.79,996.68,0.46,500,40.57
2025/03/22-11:50:00,-1879,81,3816,-428,-345,1393,334,-7,-11,24.82,996.93,0.49,500,41.79
2025/03/22-11:50:30,1714,484,4463,478,-125,172,221,-218,-3,24.78,996.54,0.46,500,39.89
2025/03/22-11:51:00,-1909,-130,4172,-302,-337,427,497,-153,-241,25.52,996.51,0.47,500,39.41
2025/03/22-11:51:30,-384,-149,3849,-253,-472,2555,404,-226,-161,24.65,996.67,0.46,500,40.87
2025/03/22-11:52:00,-1928,23,4157,498,165,-2923,329,-187,-108,24.76,996.82,0.46,500,40.47
2025/03/22-11:52:30,-40,-91,4099,132,-291,1209,369,-191,-62,24.86,996.83,0.48,500,40.73
2025/03/22-11:53:00,1708,274,3935,144,-315,-1426,345,-169,-154,24.55,996.74,0.5,500,39.73
2025/03/22-11:53:30,-1421,257,3967,411,-286,-1554,461,-141,-187,25.72,996.68,0.47,500,40.41
2025/03/22-11:54:00,1390,17,4333,-384,-67,2636,489,-72,-37,25.02,996.93,0.47,500,41.12
2025/03/22-11:54:30,531,-288,3813,98,-431,-859,251,-134,-87,25.35,996.68,0.49,500,41.16
2025/03/22-11:55:00,-1323,-195,4190,261,272,2627,293,-138,-141,25.26,996.94,0.49,500,41.67
2025/03/22-11:55:30,-1586,-18,3834,-294,-445,-1854,224,-217,-149,24.81,996.74,0.47,500,40.44
2025/03/22-11:56:00,-1891,-488,3945,-499,-65,1613,317,-159,-212,25.21,996.72,0.46,500,39.6
2025/03/22-11:56:30,-1411,-453,4033,-461,107,-478,484,-60,-180,24.7,996.8,0.45,500,39.59
2025/03/22-11:57:00,662,268,4479,-453,66,-627,478,-87,-125,24.79,996.6,0.46,500,41.82
2025/03/22-11:57:30,-842,-314,4468,-30,229,-425,378,-151,-225,25.85,996.6,0.49,500,39.85
2025/03/22-11:58:00,-1593,226,3802,311,-359,98,469,-118,-222,25.36,996.88,0.48,500,39.28
2025/03/22-11:58:30,-770,-263,4252,49,-450,-2479,393,-46,-109,25.81,996.64,0.49,500,41.15
2025/03/22-11:59:00,1965,333,4441,274,-404,2115,343,-203,-110,24.51,996.87,0.48,500,41.81
2025/03/22-11:59:30,389,-128,4027,324,116,1367,408,-87,-88,25.69,996.78,0.49,500,39.27
2025/03/22-12:00:00,1970,-411,3875,82,-51,2865,303,-111,-35,24.95,996.71,0.47,500,40.15
2025/03/22-12:00:30,-1391,-385,4230,-77,435,92,276,-90,-220,25.75,996.62,0.46,500,39.23
2025/03/22-12:01:00,-1031,-234,3878,378,-150,-1989,444,-216,-26,25.04,996.56,0.45,500,40.6
2025/03/22-12:01:30,1879,-491,3962,-274,-93,1612,229,-148,-67,24.94,996.53,0.47,500,41.09
2025/03/22-12:02:00,-595,-168,3918,-374,177,-842,372,-5,-215,24.7,996.64,0.49,500,39.03
2025/03/22-12:02:30,855,87,4246,-205,-349,600,271,-228,-171,24.7,996.84,0.48,500,40.11
2025/03/22-12:03:00,-1001,31,4552,-359,-100,-1570,424,-47,-216,25.89,996.96,0.46,500,41.29
2025/03/22-12:03:30,956,-479,4390,-69,474,62,350,-32,-1,24.71,996.99,0.5,500,40.82
2025/03/22-12:04:00,1835,307,3978,18,-206,-2327,264,-113,-244,25.73,996.84,0.45,500,41.28
2025/03/22-12:04:30,-1104,-17,3879,35,417,-18,321,-6,-64,24.83,996.94,0.47,500,41.03
2025/03/22-12:05:00,-890,-290,4378,-481,444,1739,459,-132,-173,25.72,996.97,0.5,500,41.29
2025/03/22-12:05:30,-226,164,3809,-77,-96,1986,440,-90,-156,24.74,996.76,0.45,500,40.9
2025/03/22-12:06:00,490,-186,4503,-141,213,-2640,289,-161,-58,25.0,996.75,0.5,500,40.72
2025/03/22-12:06:30,849,-385,3960,276,-436,-37,488,-42,-220,24.87,996.51,0.47,500,41.4
2025/03/22-12:07:00,-1451,181,3821,259,1,2384,479,-165,-165,24.58,996.65,0.47,500,39.85
2025/03/22-12:07:30,-1515,130,3897,33,-216,2936,210,-194,-108,25.5,996.75,0.49,500,39.93
2025/03/22-12:08:00,227,-136,3941,-244,158,-547,367,-233,-176,25.24,996.59,0.46,500,40.35
2025/03/22-12:08:30,1342,-474,4585,-369,-408,2759,336,-96,-22,25.85,996.6,0.48,500,39.31
2025/03/22-12:09:00,1843,99,4134,-96,498,-2179,484,-79,-241,24.78,996.71,0.45,500,40.6
2025/03/22-12:09:30,-1583,490,3942,416,360,-1745,291,-31,-18,24.7,996.53,0.49,500,39.73
2025/03/22-12:10:00,886,-487,3858,-264,484,-2478,219,-247,-134,25.26,996.66,0.48,500,40.08
2025/03/22-12:10:30,-1371,89,4327,-210,-484,1376,414,-205,-205,24.94,996.89,0.49,500,40.34
2025/03/22-12:11:00,472,-426,3857,251,-338,2213,204,-147,-138,25.53,996.54,0.45,500,40.6
2025/03/22-12:11:30,-1078,76,4118,-336,9,-1671,240,-100,-165,24.52,996.68,0.5,500,41.88
2025/03/22-12:12:00,951,-13,4201,145,297,-1971,272,-138,-13,24.88,996.99,0.49,500,39.66
2025/03/22-12:12:30,-555,-78,4288,-102,115,2557,467,-170,-130,24.5,996.83,0.5,500,41.22
2025/03/22-12:13:00,1674,392,4108,-414,-70,-692,391,-116,-135,25.49,996.94,0.48,500,39.41
2025/03/22-12:13:30,-13,-284,3832,-486,467,638,358,-93,-28,25.62,996.55,0.49,500,41.55
2025/03/22-12:14:00,1835,-132,4042,-166,435,1910,312,-12,-234,25.89,996.98,0.49,500,41.3
2025/03/22-12:14:30,-750,-174,4250,-477,437,2279,381,-86,-132,25.11,996.81,0.48,500,40.46
2025/03/22-12:15:00,-1287,171,3909,-280,214,827,205,-37,-154,25.7,996.77,0.48,500,40.74
2025/03/22-12:15:30,611,-478,4312,461,401,-2932,236,-218,-145,25.55,996.84,0.48,500,41.12
2025/03/22-12:16:00,-903,237,4549,-123,133,-2576,340,-166,-97,25.62,996.66,0.47,500,40.46
2025/03/22-12:16:30,-671,-35,4278,-122,-309,-1278,396,-103,-22,25.16,996.95,0.45,500,41.69
2025/03/22-12:17:00,-1765,-219,3939,-184,361,-2272,455,-131,-207,25.95,996.68,0.45,500,40.83
2025/03/22-12:17:30,1669,-252,4100,260,344,2457,406,-14,-39,25.71,996.7,0.46,500,40.26
2025/03/22-12:18:00,272,-94,3986,-103,-201,-1731,303,-82,-107,25.43,996.83,0.48,500,39.49
2025/03/22-12:18:30,1808,-336,3804,-447,271,-218,468,-177,-233,25.03,996.74,0.47,500,40.74
2025/03/22-12:19:00,775,16,4163,298,305,1068,313,-186,-250,25.98,996.62,0.47,500,39.57
2025/03/22-12:19:30,-80,254,4441,-491,455,977,488,-128,-232,25.95,996.85,0.48,500,39.69
2025/03/22-12:20:00,-339,-128,4074,-194,-453,-1663,284,-4,-206,24.61,996.99,0.47,500,40.93
2025/03/22-12:20:30,1208,-151,4182,87,464,-859,292,-32,-246,25.08,996.77,0.46,500,41.21
2025/03/22-12:21:00,-464,-309,4147,337,77,1759,427,-147,-134,25.52,996.52,0.46,500,41.66
2025/03/22-12:21:30,1649,-45,4557,-408,499,-247,451,-142,-162,25.81,996.73,0.47,500,39.77
2025/03/22-12:22:00,536,-108,4490,-76,375,-2351,408,-128,-210,25.86,996.95,0.49,500,39.99
2025/03/22-12:22:30,-400,-319,4180,-203,187,-2058,205,-41,-66,25.8,996.74,0.46,500,39.17
2025/03/22-12:23:00,-284,-257,3916,-1,228,-1247,245,-173,-25,24.87,996.79,0.48,500,41.79
2025/03/22-12:23:30,-745,-287,4034,-115,398,-275,288,-132,-164,25.82,996.76,0.47,500,40.37
2025/03/22-12:24:00,-1947,359,4239,-430,69,156,310,-136,-126,25.53,996.73,0.49,500,39.83
2025/03/22-12:24:30,578,170,4302,64,256,-221,459,-23,-50,24.92,996.51,0.49,500,41.47
2025/03/22-12:25:00,-1154,-15,4441,-319,-91,1140,308,-218,-108,25.63,996.89,0.49,500,39.58
2025/03/22-12:25:30,482,255,4189,-137,364,-2376,327,-81,-24,25.57,996.55,0.47,500,41.77
2025/03/22-12:26:00,-957,136,4322,466,-236,2368,392,-186,-239,24.72,996.71,0.47,500,40.1
2025/03/22-12:26:30,-1405,-133,4502,-163,48,1033,323,-112,-101,25.68,996.54,0.49,500,41.58
2025/03/22-12:27:00,1079,-2,3984,-11,-5,-1772,288,-91,-226,25.21,996.62,0.49,500,41.14
2025/03/22-12:27:30,1996,-54,4123,311,-121,1626,472,-82,-42,25.99,996.98,0.47,500,39.86
2025/03/22-12:28:00,-1710,-16,4168,466,-227,2529,271,-222,-112,25.89,996.68,0.49,500,39.47
2025/03/22-12:28:30,-378,297,4241,475,267,-2155,481,-198,-198,25.08,996.93,0.48,500,40.58
2025/03/22-12:29:00,-1563,-210,4283,13,-88,-549,299,-217,-111,25.89,996.9,0.46,500,41.4
2025/03/22-12:29:30,-725,-333,4290,175,335,-2073,499,-34,-135,24.53,996.9,0.46,500,41.4
2025/03/22-12:30:00,632,-70,4239,316,-331,2191,456,-192,-131,25.94,996.91,0.49,500,39.3
2025/03/22-12:30:30,-1652,-118,3889,-183,-394,-2019,214,-230,-110,25.67,996.7,0.48,500,40.11
2025/03/22-12:31:00,247,379,3885,-226,-448,1371,299,-15,-159,25.02,996.6,0.48,500,41.8
2025/03/22-12:31:30,-1052,368,4243,-432,-481,530,397,-175,-159,24.78,996.87,0.46,500,39.21
2025/03/22-12:32:00,852,-441,4233,450,27,2464,255,-193,-158,25.44,996.91,0.49,500,40.05
2025/03/22-12:32:30,201,435,4366,7,322,2481,396,-23,-204,25.89,996.68,0.46,500,42.0
2025/03/22-12:33:00,1577,-46,3893,411,89,-2131,335,-230,-87,24.62,996.58,0.46,500,39.52
2025/03/22-12:33:30,735,-303,4138,205,358,2667,269,-243,-242,24.53,996.92,0.47,500,41.3
2025/03/22-12:34:00,70,-221,4540,418,-425,2896,339,-53,-129,24.82,996.81,0.45,500,39.44
2025/03/22-12:34:30,10,283,4167,-314,-92,-44,201,-20,-91,25.05,996.64,0.49,500,40.37
2025/03/22-12:35:00,-668,371,3976,-146,161,-318,395,-47,-134,25.81,996.94,0.46,500,41.05
2025/03/22-12:35:30,482,-438,4007,-171,-436,-1368,215,-17,-241,25.0,996.81,0.48,500,41.37
2025/03/22-12:36:00,1084,-266,4277,-295,-342,-459,461,-105,-133,25.06,996.88,0.47,500,41.06
2025/03/22-12:36:30,-611,414,4392,106,89,207,229,-108,-166,25.05,996.9,0.5,500,41.6
2025/03/22-12:37:00,1006,57,4211,-437,-28,-372,296,-116,-55,24.8,996.56,0.5,500,39.08
2025/03/22-12:37:30,1558,60,4127,267,348,2591,443,-113,-211,24.87,996.99,0.48,500,39.36
2025/03/22-12:38:00,583,-196,4577,-20,333,2265,305,-249,-72,25.6,996.98,0.49,500,40.4
2025/03/22-12:38:30,-1842,468,4541,46,56,2566,218,-236,-25,24.81,996.68,0.46,500,40.2
2025/03/22-12:39:00,-1254,414,3920,158,-430,-2411,325,-29,-51,25.37,996.96,0.49,500,41.11
2025/03/22-12:39:30,798,-137,4109,418,-80,-1019,239,-158,-42,25.56,996.91,0.47,500,40.54
2025/03/22-12:40:00,-1062,394,4263,186,421,-2525,219,-38,-112,24.82,996.79,0.48,500,41.36
2025/03/22-12:40:30,-1500,-398,4405,192,276,-64,382,-101,-249,24.94,996.89,0.49,500,40.86
2025/03/22-12:41:00,1453,-372,3835,220,-149,566,416,-25,-122,25.64,996.87,0.49,500,39.51
2025/03/22-12:41:30,1874,226,4040,-84,-399,14,204,-201,-70,25.92,996.6,0.46,500,40.13
2025/03/22-12:42:00,1770,253,3801,-110,221,2122,397,-122,-69,24.66,996.55,0.47,500,39.34
2025/03/22-12:42:30,1387,-462,3864,-141,-28,1600,491,-19,-203,25.49,996.85,0.47,500,40.68
2025/03/22-12:43:00,786,-225,3826,257,32,54,238,-21,-222,25.67,996.78,0.46,500,39.73
2025/03/22-12:43:30,1914,140,4202,230,206,2213,385,-7,-87,25.85,996.66,0.48,500,39.1
2025/03/22-12:44:00,-5,377,4022,-496,-133,2857,429,-59,-156,24.54,996.74,0.47,500,39.11
2025/03/22-12:44:30,782,-275,4092,489,237,-473,318,-203,-113,24.88,996.55,0.5,500,40.39
2025/03/22-12:45:00,403,310,4554,357,-261,661,412,-56,-38,24.71,996.79,0.49,500,41.6
2025/03/22-12:45:30,1275,-401,3830,58,-238,2357,436,-53,-47,25.48,996.69,0.48,500,39.99
2025/03/22-12:46:00,1794,-493,4424,-384,-429,-287,225,-31,-128,25.15,996.77,0.46,500,41.63
2025/03/22-12:46:30,-1663,-328,4575,-292,-282,-12,336,-110,-125,24.58,996.83,0.46,500,40.58
2025/03/22-12:47:00,-1916,250,4354,-61,47,-1335,250,-20,-102,24.73,996.62,0.48,500,41.34
2025/03/22-12:47:30,966,429,4483,316,273,-623,250,-176,-224,25.98,996.52,0.47,500,40.31
2025/03/22-12:48:00,650,144,4240,6,375,433,322,-52,-151,24.82,996.69,0.47,500,40.77
2025/03/22-12:48:30,-111,-221,3824,-94,-90,2298,235,-157,-189,25.13,996.72,0.46,500,40.97
2025/03/22-12:49:00,-426,322,4377,-339,392,1276,280,-137,-71,24.5,996.54,0.47,500,41.24
2025/03/22-12:49:30,-1762,234,3824,344,-254,-881,384,-165,-65,25.63,996.64,0.49,500,39.07
2025/03/22-12:50:00,1019,138,3841,-309,-120,2632,263,-59,-50,24.82,996.8,0.48,500,40.35
2025/03/22-12:50:30,865,176,3969,366,123,-2338,324,-59,-219,25.49,996.62,0.48,500,41.81
2025/03/22-12:51:00,269,-234,3940,224,151,-415,464,-171,-220,25.61,996.7,0.46,500,41.5
2025/03/22-12:51:30,-359,-220,4130,-118,-286,-1583,419,-109,-185,25.86,996.84,0.49,500,39.86
2025/03/22-12:52:00,580,-468,4581,-297,-415,2538,378,-39,-240,24.83,996.53,0.46,500,40.7
2025/03/22-12:52:30,449,257,3944,-289,116,453,376,-182,-20,24.98,996.68,0.48,500,40.54
2025/03/22-12:53:00,-694,123,4570,437,-406,2547,341,-8,-162,24.59,996.78,0.48,500,39.6
2025/03/22-12:53:30,1362,-335,4197,72,-187,2794,362,-21,-211,24.75,996.58,0.47,500,40.58
2025/03/22-12:54:00,900,450,3875,296,-340,-2997,215,-239,-105,24.61,996.86,0.49,500,40.12
2025/03/22-12:54:30,-769,-426,4071,483,164,-2312,359,-76,-77,24.74,996.63,0.48,500,40.25
2025/03/22-12:55:00,-9,65,3817,-68,472,537,437,-103,-24,25.93,996.7,0.46,500,39.18
2025/03/22-12:55:30,-1873,-51,4212,242,415,-894,409,-232,-24,25.72,996.85,0.49,500,41.82
2025/03/22-12:56:00,-1473,99,4337,228,335,1536,446,-224,-101,24.75,996.51,0.47,500,41.87
2025/03/22-12:56:30,-1468,104,4530,22,5,-287,350,-10,-14,24.59,996.84,0.49,500,39.94
2025/03/22-12:57:00,1576,-79,3884,-165,-284,2631,253,-39,-15,24.96,996.7,0.47,500,40.28
2025/03/22-12:57:30,-1403,5,4074,-147,444,-1945,232,-246,-201,24.73,996.88,0.47,500,41.52
2025/03/22-12:58:00,771,13,4221,126,-410,369,284,-205,-104,25.79,997.0,0.46,500,39.08
2025/03/22-12:58:30,205,377,4330,123,-163,1394,340,-178,-209,25.85,996.96,0.45,500,41.26
2025/03/22-12:59:00,206,36,4383,-103,327,-1627,325,-140,-213,25.88,996.86,0.46,500,39.21
2025/03/22-12:59:30,-1244,-34,3885,-124,-444,-561,253,-111,-225,25.89,996.72,0.47,500,41.04
2025/03/22-13:00:00,1858,-378,4166,462,326,-624,398,-151,-81,25.33,996.93,0.47,500,40.57
2025/03/22-13:00:30,1724,293,4008,-165,-273,-178,475,-8,-72,25.68,996.87,0.47,500,39.39
2025/03/22-13:01:00,1555,-337,4533,356,-442,-1906,392,-226,-75,25.2,996.68,0.47,500,41.26
2025/03/22-13:01:30,-1891,-455,4070,146,388,1603,413,-101,-216,25.41,996.78,0.46,500,39.89
2025/03/22-13:02:00,1932,-51,4104,438,274,1607,243,-138,-135,24.58,996.78,0.47,500,41.64
2025/03/22-13:02:30,-1702,460,3921,94,361,-2179,410,-24,-99,25.48,996.62,0.46,500,41.56
2025/03/22-13:03:00,620,-147,4539,395,-56,480,457,-238,-103,25.68,996.77,0.46,500,41.57
2025/03/22-13:03:30,-451,-95,3962,67,233,-2960,489,-226,-31,24.55,996.57,0.48,500,39.54
2025/03/22-13:04:00,1261,-485,4318,-401,414,-1878,448,-143,-40,25.12,996.65,0.49,500,39.92
2025/03/22-13:04:30,1633,-297,4285,348,199,-1605,407,-148,-78,25.14,996.6,0.49,500,40.52
2025/03/22-13:05:00,-1207,-115,4070,67,442,-2640,274,-236,-92,25.64,996.63,0.5,500,41.32
2025/03/22-13:05:30,-374,187,3800,373,54,1922,259,-72,-54,25.37,996.72,0.48,500,41.11
2025/03/22-13:06:00,1190,144,3835,-104,-214,491,445,-90,-90,25.88,996.83,0.5,500,41.51
2025/03/22-13:06:30,-194,262,3865,-411,-76,-1875,346,-181,-52,24.98,996.71,0.46,500,39.94
2025/03/22-13:07:00,-1808,-84,3816,-195,-305,-1541,431,-47,-245,25.56,996.79,0.46,500,40.02
2025/03/22-13:07:30,-417,-230,3856,358,42,1404,280,-241,-14,25.5,996.9,0.49,500,39.01
2025/03/22-13:08:00,1525,-479,4399,22,350,-1856,260,-181,-201,25.52,996.55,0.49,500,40.81
2025/03/22-13:08:30,644,-277,3923,-144,-15,-556,351,-220,-129,24.63,996.7,0.46,500,41.24
2025/03/22-13:09:00,774,-117,3925,-192,-344,501,472,-207,-68,24.94,996.64,0.5,500,40.64
2025/03/22-13:09:30,-1220,486,3999,-117,-333,2044,262,-23,-174,24.85,996.74,0.48,500,41.87
2025/03/22-13:10:00,-563,-445,4434,167,422,1981,297,-176,-119,24.72,996.7,0.45,500,39.46
2025/03/22-13:10:30,-998,107,4146,-373,-245,-2556,306,-117,-182,24.72,996.77,0.49,500,39.28
2025/03/22-13:11:00,-1470,-213,4245,393,-271,2492,210,-115,-230,24.65,996.55,0.45,500,39.99
2025/03/22-13:11:30,1205,-148,3892,315,-157,-894,359,-19,-200,25.2,996.94,0.47,500,40.92
2025/03/22-13:12:00,-280,-183,4158,-486,-391,-332,455,-37,-16,25.73,996.59,0.49,500,40.61
2025/03/22-13:12:30,1589,223,3908,-283,-414,2541,334,-98,-244,25.14,996.68,0.47,500,40.94
2025/03/22-13:13:00,1581,379,4382,492,-435,-647,232,-172,-80,25.18,996.55,0.46,500,40.85
2025/03/22-13:13:30,-861,316,3863,361,-245,1589,346,-113,-115,25.16,996.65,0.46,500,40.38
2025/03/22-13:14:00,1360,491,3919,-439,274,1752,457,-95,-212,25.94,996.6,0.46,500,41.41
2025/03/22-13:14:30,1812,234,3880,136,125,1229,423,-71,-18,25.0,996.61,0.48,500,39.6
2025/03/22-13:15:00,-1898,-317,4345,-366,88,2651,291,-95,-191,25.43,996.62,0.47,500,39.7
2025/03/22-13:15:30,426,257,4140,-175,-302,-2065,296,-117,-211,25.13,996.74,0.46,500,39.93
2025/03/22-13:16:00,1089,-406,4108,-354,-486,-1929,212,-153,-28,25.64,996.83,0.48,500,40.23
2025/03/22-13:16:30,-388,-17,4224,67,-126,874,210,-181,-2,24.81,996.59,0.45,500,40.9
2025/03/22-13:17:00,799,402,4266,374,192,-1403,324,-25,-42,24.87,996.9,0.49,500,40.24
2025/03/22-13:17:30,-449,-391,3939,-247,209,2719,370,-34,-68,25.26,996.72,0.47,500,41.45
2025/03/22-13:18:00,-889,-56,4019,360,497,2963,256,-234,-81,24.81,997.0,0.46,500,41.9
2025/03/22-13:18:30,775,-362,3911,214,-367,2209,268,-82,-119,25.32,996.91,0.48,500,40.45
2025/03/22-13:19:00,-938,180,4053,343,338,-710,278,-233,-21,25.49,996.86,0.46,500,40.08
2025/03/22-13:19:30,173,254,3855,-275,-149,-2697,315,-54,-114,25.04,996.72,0.45,500,41.66
2025/03/22-13:20:00,-772,96,4467,-224,401,-1397,201,-78,-99,25.0,996.67,0.45,500,41.43
2025/03/22-13:20:30,-1652,-288,4313,-331,-165,-957,454,-124,-111,24.93,996.52,0.47,500,40.9
2025/03/22-13:21:00,1630,306,4570,351,58,1508,353,-182,-224,24.75,996.75,0.48,500,39.38
2025/03/22-13:21:30,-889,245,4245,-260,124,1747,447,-163,-115,25.85,996.76,0.48,500,40.15
2025/03/22-13:22:00,-676,389,4336,-455,361,1462,409,-210,-53,24.59,996.63,0.49,500,40.53
2025/03/22-13:22:30,1349,-390,4299,-221,-409,1326,363,-49,-226,25.85,996.61,0.48,500,41.15
2025/03/22-13:23:00,-509,-372,4169,38,103,2758,364,-17,-202,25.25,996.52,0.5,500,39.89
2025/03/22-13:23:30,-740,-424,4498,-21,7,-350,389,-108,-80,24.95,996.96,0.46,500,40.31
2025/03/22-13:24:00,929,489,3862,-294,466,557,382,-209,-191,25.09,996.97,0.47,500,39.51
2025/03/22-13:24:30,-1807,386,4272,386,-353,1675,283,-190,-162,24.77,996.73,0.47,500,39.99
2025/03/22-13:25:00,-1642,274,4524,181,470,-1755,455,-22,-37,25.14,996.87,0.49,500,41.53
2025/03/22-13:25:30,-59,260,4386,-450,382,1790,342,-234,-247,24.56,996.87,0.46,500,39.2
2025/03/22-13:26:00,-1016,228,4439,-403,461,372,239,-40,-100,25.41,996.83,0.49,500,40.15
2025/03/22-13:26:30,-1391,-475,3972,-71,345,-1459,498,-76,-37,24.81,996.83,0.48,500,41.57
2025/03/22-13:27:00,-239,132,3956,2,-176,-659,492,-1,-250,25.44,996.57,0.49,500,40.11
2025/03/22-13:27:30,809,63,3872,113,338,2034,366,-149,-171,24.69,996.79,0.48,500,41.02
2025/03/22-13:28:00,764,-382,4426,201,216,1117,310,-188,-229,25.63,996.59,0.5,500,40.84
2025/03/22-13:28:30,-830,179,4109,-329,-109,-1863,439,-181,-221,25.76,996.9,0.5,500,39.96
2025/03/22-13:29:00,-1417,310,4532,232,39,-878,498,-174,-234,25.55,996.7,0.47,500,41.12
2025/03/22-13:29:30,-1337,111,4235,481,475,-816,296,-42,-21,24.86,996.71,0.46,500,39.96
2025/03/22-13:30:00,1208,-246,4323,18,-392,2736,267,-179,-71,24.78,996.68,0.47,500,40.89
2025/03/22-13:30:30,1404,-290,4264,394,-181,-1848,202,-162,-237,25.91,996.65,0.46,500,41.25
2025/03/22-13:31:00,-1972,-260,3992,-189,-454,2320,475,-160,-98,25.59,996.96,0.49,500,39.11
2025/03/22-13:31:30,-1574,434,3846,250,36,-1990,224,-249,-58,25.01,996.88,0.49,500,41.67
2025/03/22-13:32:00,-609,-281,3966,-257,387,-1845,231,-86,-213,25.4,996.53,0.5,500,40.44
2025/03/22-13:32:30,-1631,329,4218,207,478,-793,369,-244,-64,25.44,996.71,0.46,500,40.55
2025/03/22-13:33:00,308,396,4044,-459,30,-2193,294,-78,-41,25.54,996.76,0.47,500,40.98
2025/03/22-13:33:30,1167,233,4433,-153,-38,-2880,379,-206,-153,24.97,996.9,0.49,500,39.83
2025/03/22-13:34:00,-270,-127,4103,342,438,1762,270,-145,-238,25.48,996.74,0.5,500,39.17
2025/03/22-13:34:30,654,-500,3894,68,330,-1784,422,-196,-24,25.3,996.64,0.46,500,40.14
2025/03/22-13:35:00,1604,-128,4242,-247,255,-2038,433,-27,-180,25.25,996.68,0.48,500,41.44
2025/03/22-13:35:30,-1201,-264,4485,336,-152,-284,420,-212,-162,24.7,996.7,0.46,500,41.4
2025/03/22-13:36:00,1315,-465,4437,382,-410,243,285,-187,-174,25.5,996.6,0.46,500,40.96
2025/03/22-13:36:30,1809,-259,4410,-176,-25,-2985,419,-139,-222,24.63,996.57,0.46,500,39.28
2025/03/22-13:37:00,-1576,233,4053,468,-80,629,361,-141,-213,24.79,996.91,0.47,500,41.94
2025/03/22-13:37:30,-1819,-80,4370,-429,-293,-142,220,-41,-28,25.14,996.62,0.48,500,41.42
2025/03/22-13:38:00,600,-109,4131,-471,-339,-2616,299,-110,-87,24.53,996.6,0.49,500,39.26
2025/03/22-13:38:30,-1038,-222,3923,470,-387,1670,351,-129,-226,25.85,996.85,0.49,500,39.49
2025/03/22-13:39:00,1750,-321,4437,-251,-221,-220,361,-119,-15,25.78,996.51,0.47,500,39.25
2025/03/22-13:39:30,1583,413,3854,198,-404,-2256,311,-169,-88,24.79,996.95,0.49,500,41.3
2025/03/22-13:40:00,1768,342,3911,300,196,2455,258,-126,-200,25.36,996.92,0.46,500,39.01
2025/03/22-13:40:30,1480,348,4358,-394,-137,-1153,281,-237,-228,25.29,996.67,0.49,500,39.13
2025/03/22-13:41:00,-1963,-163,4004,73,-49,109,359,-136,-249,25.29,996.66,0.46,500,41.9
2025/03/22-13:41:30,-1079,-467,4228,-488,414,103,252,-18,-195,24.74,996.6,0.46,500,41.93
2025/03/22-13:42:00,-797,-167,4085,-22,-319,-852,364,-163,-54,25.47,996.52,0.47,500,40.88
2025/03/22-13:42:30,-681,-10,4233,-157,289,-1153,272,-4,-168,24.79,996.51,0.46,500,39.56
2025/03/22-13:43:00,-275,333,4297,-282,79,-1804,357,-244,-182,25.82,996.72,0.5,500,41.02
2025/03/22-13:43:30,1564,-477,4233,-479,106,-1625,405,-244,-89,25.51,996.91,0.48,500,39.13
2025/03/22-13:44:00,848,-468,4323,456,-326,-1205,394,-22,-173,25.6,996.74,0.45,500,40.86
2025/03/22-13:44:30,-551,-207,4134,63,-246,-1394,460,-78,-229,25.2,996.92,0.49,500,41.26
2025/03/22-13:45:00,-1951,-410,4205,443,-224,-2970,460,-102,-97,25.59,996.83,0.49,500,41.88
2025/03/22-13:45:30,324,94,4352,-413,190,-1654,229,-214,-146,25.82,996.64,0.49,500,39.35
2025/03/22-13:46:00,-366,317,3951,488,-192,-2744,305,-242,-221,25.7,996.62,0.47,500,39.53
2025/03/22-13:46:30,158,345,3957,226,125,-2847,253,-57,-65,25.93,996.76,0.49,500,39.95
2025/03/22-13:47:00,335,-213,4381,-443,-90,2385,359,-240,-140,25.37,996.96,0.47,500,40.43
2025/03/22-13:47:30,-829,-133,4489,22,48,-2430,478,-185,-177,25.0,996.56,0.5,500,41.23
2025/03/22-13:48:00,-905,-443,4057,-398,-444,-1261,305,-157,-19,25.32,996.56,0.47,500,40.93
2025/03/22-13:48:30,-1214,-168,3961,-74,-201,1239,348,-53,-132,25.7,996.65,0.47,500,41.27
2025/03/22-13:49:00,-1766,468,3850,-479,-44,787,346,-225,-178,25.24,996.81,0.47,500,40.77
2025/03/22-13:49:30,-1579,46,3900,322,-487,-1749,447,-191,-170,25.46,996.86,0.49,500,40.45
2025/03/22-13:50:00,868,487,4382,211,166,263,373,-131,-5,25.23,996.63,0.48,500,40.58
2025/03/22-13:50:30,-1637,-499,4160,-305,-314,-892,487,-177,-50,25.75,996.52,0.45,500,40.55
